# git=ab6fcbb	dirty=1	panel=28
# schema=1	panel=28	res=320x240	draw_buf_lines=24	draw_buf_bytes=15360	iters=50
home	cpu_median	717	us
home	cpu_p05	708	us
home	cpu_p95	822	us
home	cpu_min	707	us
home	samples	50	count
home	chunks	10	count
home	tasks_total	639	count
home	tasks_fill	601	count
home	tasks_border	24	count
home	tasks_label	14	count
home	lv_mem_used	20976	bytes
home	lv_mem_max_used	21776	bytes
home	lv_mem_frag_pct	2	pct
home	rss_peak	4728	kb
# schema=1	panel=28	res=320x240	draw_buf_lines=24	draw_buf_bytes=15360	iters=50
settings	cpu_median	655	us
settings	cpu_p05	648	us
settings	cpu_p95	785	us
settings	cpu_min	644	us
settings	samples	50	count
settings	chunks	10	count
settings	tasks_total	572	count
settings	tasks_fill	549	count
settings	tasks_border	12	count
settings	tasks_label	11	count
settings	lv_mem_used	22760	bytes
settings	lv_mem_max_used	23592	bytes
settings	lv_mem_frag_pct	2	pct
settings	rss_peak	4800	kb
# schema=1	panel=28	res=320x240	draw_buf_lines=24	draw_buf_bytes=15360	iters=50
list	cpu_median	571	us
list	cpu_p05	557	us
list	cpu_p95	657	us
list	cpu_min	552	us
list	samples	50	count
list	chunks	10	count
list	tasks_total	513	count
list	tasks_fill	497	count
list	tasks_border	6	count
list	tasks_label	10	count
list	lv_mem_used	17648	bytes
list	lv_mem_max_used	18480	bytes
list	lv_mem_frag_pct	1	pct
list	rss_peak	4728	kb
# schema=1	panel=28	res=320x240	draw_buf_lines=24	draw_buf_bytes=15360	iters=50
stepper	cpu_median	637	us
stepper	cpu_p05	630	us
stepper	cpu_p95	648	us
stepper	cpu_min	628	us
stepper	samples	50	count
stepper	chunks	10	count
stepper	tasks_total	578	count
stepper	tasks_fill	552	count
stepper	tasks_border	14	count
stepper	tasks_label	12	count
stepper	lv_mem_used	16832	bytes
stepper	lv_mem_max_used	17696	bytes
stepper	lv_mem_frag_pct	1	pct
stepper	rss_peak	4728	kb
# schema=1	panel=28	res=320x240	draw_buf_lines=24	draw_buf_bytes=15360	iters=50
keypad	cpu_median	1128	us
keypad	cpu_p05	1117	us
keypad	cpu_p95	1306	us
keypad	cpu_min	1076	us
keypad	samples	50	count
keypad	chunks	10	count
keypad	tasks_total	857	count
keypad	tasks_fill	785	count
keypad	tasks_border	39	count
keypad	tasks_label	33	count
keypad	lv_mem_used	28376	bytes
keypad	lv_mem_max_used	29784	bytes
keypad	lv_mem_frag_pct	3	pct
keypad	rss_peak	4684	kb
# schema=1	panel=28	res=320x240	draw_buf_lines=24	draw_buf_bytes=15360	iters=50
press	cpu_median	135	us
press	cpu_p05	130	us
press	cpu_p95	137	us
press	cpu_min	129	us
press	samples	50	count
press	chunks	2	count
press	tasks_total	90	count
press	tasks_fill	86	count
press	tasks_border	2	count
press	tasks_label	2	count
press	lv_mem_used	22272	bytes
press	lv_mem_max_used	23328	bytes
press	lv_mem_frag_pct	4	pct
press	rss_peak	4672	kb
# schema=1	panel=28	res=320x240	draw_buf_lines=24	draw_buf_bytes=15360	iters=12
leak	rebuild_00_tasks	555	count
leak	rebuild_01_tasks	555	count
leak	rebuild_02_tasks	555	count
leak	rebuild_03_tasks	555	count
leak	rebuild_04_tasks	555	count
leak	rebuild_05_tasks	555	count
leak	rebuild_06_tasks	555	count
leak	rebuild_07_tasks	555	count
leak	rebuild_08_tasks	555	count
leak	rebuild_09_tasks	555	count
leak	rebuild_10_tasks	555	count
leak	rebuild_11_tasks	555	count
leak	first_tasks	555	count
leak	last_tasks	555	count
leak	tasks_growth	0	count
leak	first_cpu	770	us
leak	last_cpu	762	us
leak	lv_mem_used	20984	bytes
leak	lv_mem_max_used	21928	bytes
leak	lv_mem_frag_pct	2	pct
leak	rss_peak	4672	kb
